Country;Category;DateTime;Value;Frequency;HistoricalDataSymbol;LastUpdate
Euro Area;GDP Growth Rate;2017-12-31T00:00:00;0.8;Quarterly;EUGNEMUQ;2019-09-06T09:39:00
Euro Area;GDP Growth Rate;2018-03-31T00:00:00;0.3;Quarterly;EUGNEMUQ;2019-09-06T09:39:00
Euro Area;GDP Growth Rate;2018-06-30T00:00:00;0.4;Quarterly;EUGNEMUQ;2020-03-10T14:37:00
Euro Area;GDP Growth Rate;2018-09-30T00:00:00;0.2;Quarterly;EUGNEMUQ;2019-07-31T09:10:00
Euro Area;GDP Growth Rate;2018-12-31T00:00:00;0.4;Quarterly;EUGNEMUQ;2020-03-10T14:37:00
Euro Area;GDP Growth Rate;2019-03-31T00:00:00;0.5;Quarterly;EUGNEMUQ;2020-03-10T14:37:00
Euro Area;GDP Growth Rate;2019-06-30T00:00:00;0.1;Quarterly;EUGNEMUQ;2020-03-10T14:37:00
Euro Area;GDP Growth Rate;2019-09-30T00:00:00;0.3;Quarterly;EUGNEMUQ;2020-01-31T10:08:00
Euro Area;GDP Growth Rate;2019-12-31T00:00:00;0.1;Quarterly;EUGNEMUQ;2020-03-10T10:00:00
Euro Area;GDP Growth Rate;2020-03-31T00:00:00;-3.8;Quarterly;EUGNEMUQ;2020-05-15T09:00:00
