Country;Category;DateTime;Value;Frequency;HistoricalDataSymbol;LastUpdate
Portugal;Personal Savings;2011-06-30T00:00:00;8.7;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2011-09-30T00:00:00;8.2;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2011-12-31T00:00:00;8.7;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2012-03-31T00:00:00;9.1;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2012-06-30T00:00:00;9.2;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2012-09-30T00:00:00;9.8;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2012-12-31T00:00:00;9.8;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2013-03-31T00:00:00;10.5;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2013-06-30T00:00:00;10.8;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2013-09-30T00:00:00;10.5;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2013-12-31T00:00:00;9.4;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2014-03-31T00:00:00;8.4;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2014-06-30T00:00:00;8;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2014-09-30T00:00:00;7.7;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2014-12-31T00:00:00;6.8;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2015-03-31T00:00:00;7.1;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2015-06-30T00:00:00;7.1;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2015-09-30T00:00:00;6.9;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2015-12-31T00:00:00;6.9;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2016-03-31T00:00:00;6.6;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2016-06-30T00:00:00;6.5;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2016-09-30T00:00:00;7.2;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2016-12-31T00:00:00;7;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2017-03-31T00:00:00;6.3;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2017-06-30T00:00:00;6.4;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2017-09-30T00:00:00;5.8;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2017-12-31T00:00:00;6.6;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2018-03-31T00:00:00;6.6;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2018-06-30T00:00:00;6.6;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2018-09-30T00:00:00;6.4;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2018-12-31T00:00:00;6.5;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2019-03-31T00:00:00;6.1;Quarterly;PORTUGALPERSAV;2019-09-24T13:59:00
Portugal;Personal Savings;2019-06-30T00:00:00;6.1;Quarterly;PORTUGALPERSAV;2019-12-23T15:45:00
Portugal;Personal Savings;2019-09-30T00:00:00;6.2;Quarterly;PORTUGALPERSAV;2019-12-23T15:45:00
