Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
Euro Area,Currency,2017-07-23T00:00:00,1.1679,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-07-24T00:00:00,1.1638,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-07-25T00:00:00,1.1651,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-07-26T00:00:00,1.1732,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-07-27T00:00:00,1.1676,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-07-28T00:00:00,1.175,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-07-30T00:00:00,1.1749,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-07-31T00:00:00,1.184,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-01T00:00:00,1.1801,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-02T00:00:00,1.1854,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-03T00:00:00,1.1868,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-04T00:00:00,1.1768,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-06T00:00:00,1.1782,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-07T00:00:00,1.1793,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-08T00:00:00,1.1749,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-09T00:00:00,1.1757,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-10T00:00:00,1.177,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-11T00:00:00,1.182,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-13T00:00:00,1.1824,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-14T00:00:00,1.1778,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-15T00:00:00,1.1733,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-16T00:00:00,1.1768,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-17T00:00:00,1.1723,Daily,EURUSD,2020-05-16T16:21:33.813
Euro Area,Currency,2017-08-18T00:00:00,1.176,Daily,EURUSD,2020-05-16T16:21:33.813
