"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"22.09.2008","Mon","4.40625","4.65250","4.75750","4.82750","5.02500","5.24500","5.43750"
"19.09.2008","Fri","4.43625","4.54875","4.64500","4.79750","5.00375","5.23625","5.40750"
"18.09.2008","Thu","4.34875","4.53750","4.59000","4.78875","4.99500","5.22563","5.38188"
"17.09.2008","Wed","4.42500","4.50113","4.53750","4.77438","4.97375","5.20000","5.35875"
"16.09.2008","Tue","4.41750","4.49063","4.53188","4.77313","4.96625","5.18938","5.34313"
"15.09.2008","Mon","4.49375","4.42938","4.52438","4.76875","4.96563","5.18375","5.34063"
"12.09.2008","Fri","4.29500","4.39625","4.51188","4.75500","4.95188","5.17625","5.33500"
"11.09.2008","Thu","4.30000","4.39750","4.51125","4.75625","4.95438","5.17250","5.33250"
"10.09.2008","Wed","4.30375","4.39875","4.50875","4.75688","4.95313","5.16750","5.33000"
"09.09.2008","Tue","3.96250","4.39750","4.51250","4.75688","4.95500","5.16875","5.33125"
"08.09.2008","Mon","4.30375","4.39875","4.51000","4.75813","4.95500","5.16875","5.33500"
"05.09.2008","Fri","4.31000","4.39625","4.51063","4.75500","4.95500","5.16375","5.32000"
"04.09.2008","Thu","4.30750","4.39875","4.51250","4.75688","4.95625","5.16375","5.32750"
"03.09.2008","Wed","4.30813","4.39688","4.51125","4.75625","4.95313","5.15750","5.32000"
"02.09.2008","Tue","4.30250","4.39875","4.50813","4.75188","4.95188","5.15438","5.32313"
"01.09.2008","Mon","4.30125","4.39688","4.50813","4.75438","4.95438","5.15563","5.32000"
"29.08.2008","Fri","4.36875","4.39563","4.50438","4.75500","4.95938","5.16000","5.32688"
"28.08.2008","Thu","4.29750","4.39563","4.50250","4.75625","4.95938","5.15688","5.32375"
"27.08.2008","Wed","4.29375","4.40375","4.47688","4.75500","4.96000","5.15125","5.30500"
"26.08.2008","Tue","4.27625","4.40813","4.47875","4.75563","4.95750","5.15188","5.30688"
"25.08.2008","Mon","4.27000","4.40563","4.47938","4.75438","4.95563","5.15325","5.31238"
"22.08.2008","Fri","4.26563","4.40000","4.47375","4.75250","4.95188","5.15313","5.31125"
"21.08.2008","Thu","4.26500","4.39625","4.47375","4.75250","4.95188","5.15188","5.30563"
"20.08.2008","Wed","4.27500","4.37875","4.47813","4.75563","4.95563","5.15563","5.31000"
"19.08.2008","Tue","4.29625","4.38438","4.47938","4.75688","4.95688","5.15500","5.29688"
"18.08.2008","Mon","4.29500","4.38688","4.48375","4.75625","4.95625","5.15688","5.30063"
"15.08.2008","Fri","4.29375","4.38875","4.48250","4.75563","4.95813","5.15438","5.30563"
"14.08.2008","Thu","4.29688","4.38750","4.48063","4.75438","4.95625","5.15188","5.30500"
"13.08.2008","Wed","4.30375","4.39000","4.48188","4.75563","4.95813","5.15188","5.30938"
"12.08.2008","Tue","4.32875","4.39000","4.48063","4.75625","4.95688","5.15188","5.31563"
"11.08.2008","Mon","4.30000","4.39000","4.48188","4.75750","4.95938","5.15188","5.32000"
"08.08.2008","Fri","4.30625","4.39313","4.47813","4.75813","4.96063","5.15125","5.31188"
"07.08.2008","Thu","4.30875","4.39250","4.48063","4.75813","4.96375","5.16375","5.34938"
"06.08.2008","Wed","4.30000","4.39313","4.47813","4.75813","4.96438","5.16250","5.35313"
"05.08.2008","Tue","4.30125","4.39500","4.48250","4.75813","4.96688","5.15875","5.35688"
"04.08.2008","Mon","4.29000","4.39188","4.48188","4.75813","4.96500","5.15625","5.35625"
"01.08.2008","Fri","4.29125","4.38688","4.47813","4.75563","4.96313","5.15125","5.35750"
"31.07.2008","Thu","4.37250","4.39125","4.47813","4.75438","4.96250","5.14875","5.36688"
"30.07.2008","Wed","4.29375","4.39188","4.47688","4.75375","4.96063","5.15313","5.37063"
"29.07.2008","Tue","4.29438","4.40500","4.47750","4.74563","4.95938","5.14688","5.38188"
"28.07.2008","Mon","4.29375","4.40500","4.48125","4.74688","4.96000","5.14688","5.38938"
"25.07.2008","Fri","4.29125","4.40438","4.48625","4.74938","4.96313","5.14813","5.38688"
"24.07.2008","Thu","4.29750","4.39938","4.48250","4.74688","4.95938","5.15188","5.40688"
"23.07.2008","Wed","4.29313","4.39750","4.48000","4.74813","4.95938","5.15563","5.42563"
"22.07.2008","Tue","4.28375","4.35688","4.47250","4.74563","4.95500","5.15375","5.41250"
"21.07.2008","Mon","4.28375","4.35563","4.46875","4.74813","4.95563","5.14938","5.41125"
"18.07.2008","Fri","4.27625","4.35625","4.46688","4.74625","4.95313","5.13625","5.37688"
"17.07.2008","Thu","4.28500","4.35438","4.46813","4.74688","4.95813","5.14063","5.38063"
"16.07.2008","Wed","4.28250","4.35125","4.46563","4.74125","4.95313","5.13438","5.37063"
"15.07.2008","Tue","4.28000","4.34813","4.46563","4.74438","4.95813","5.13875","5.37563"
"14.07.2008","Mon","4.27125","4.34750","4.46563","4.74375","4.95750","5.14313","5.38500"
"11.07.2008","Fri","4.27500","4.34688","4.46500","4.74375","4.95938","5.14063","5.38750"
"10.07.2008","Thu","4.28875","4.34625","4.46813","4.74313","4.95688","5.13375","5.38438"
"09.07.2008","Wed","4.28750","4.34875","4.46875","4.74438","4.96063","5.14250","5.39250"
"08.07.2008","Tue","3.81250","4.34750","4.46875","4.74313","4.95813","5.13688","5.37688"
"07.07.2008","Mon","3.92125","4.32500","4.46750","4.74188","4.95438","5.14375","5.39313"
"04.07.2008","Fri","3.93125","4.27375","4.46625","4.74000","4.95688","5.14250","5.39563"
"03.07.2008","Thu","3.93375","4.22375","4.46375","4.74375","4.96313","5.16125","5.43688"
"02.07.2008","Wed","3.93500","4.13000","4.44313","4.73563","4.95438","5.14813","5.41938"
"01.07.2008","Tue","3.92875","4.12750","4.44688","4.73750","4.95438","5.14438","5.41625"
"30.06.2008","Mon","4.20875","4.13063","4.43938","4.73500","4.94938","5.12938","5.39375"
"27.06.2008","Fri","3.74250","4.13938","4.43688","4.73563","4.94875","5.13000","5.38750"
"26.06.2008","Thu","3.91125","4.24375","4.46000","4.74563","4.95438","5.12125","5.40813"
"25.06.2008","Wed","3.97000","4.31063","4.48063","4.74813","4.95500","5.12375","5.41625"
"24.06.2008","Tue","4.00375","4.36875","4.48938","4.74938","4.95750","5.12500","5.41938"
"23.06.2008","Mon","4.00250","4.41125","4.48938","4.75063","4.95563","5.12625","5.41625"
"20.06.2008","Fri","4.00500","4.42500","4.48938","4.75500","4.95688","5.12500","5.42875"
"19.06.2008","Thu","4.01875","4.12000","4.49250","4.75188","4.95938","5.12500","5.43188"
"18.06.2008","Wed","4.02500","4.12625","4.48000","4.74875","4.95625","5.12375","5.42750"
"17.06.2008","Tue","4.03375","4.13500","4.48063","4.74813","4.95875","5.12500","5.43375"
"16.06.2008","Mon","4.03625","4.13000","4.47125","4.74813","4.95813","5.12500","5.43500"
"13.06.2008","Fri","4.03250","4.12563","4.46875","4.74750","4.95688","5.12938","5.43625"
"12.06.2008","Thu","4.03875","4.14063","4.47188","4.74688","4.95500","5.12125","5.42125"
"11.06.2008","Wed","4.04625","4.14500","4.47125","4.74500","4.95500","5.11938","5.41688"
"10.06.2008","Tue","4.10750","4.17938","4.47125","4.74688","4.95938","5.12063","5.43500"
"09.06.2008","Mon","3.98125","4.17188","4.47375","4.74813","4.96125","5.12000","5.43625"
"06.06.2008","Fri","3.98375","4.15750","4.47625","4.75250","4.96000","5.11250","5.42000"
"05.06.2008","Thu","4.00250","4.16688","4.45625","4.68688","4.86438","4.93938","5.12688"
"04.06.2008","Wed","4.01125","4.17875","4.45938","4.68688","4.86188","4.93688","5.10625"
"03.06.2008","Tue","4.05000","4.20438","4.46500","4.68688","4.86281","4.92938","5.09938"
"02.06.2008","Mon","4.05375","4.21000","4.46219","4.68688","4.86406","4.92875","5.09625"
"30.05.2008","Fri","4.15375","4.21188","4.46000","4.68563","4.86000","4.92688","5.09125"
"29.05.2008","Thu","4.12625","4.21563","4.46188","4.68438","4.85750","4.92375","5.05750"
"28.05.2008","Wed","4.08125","4.22563","4.37125","4.67875","4.85625","4.92563","5.05438"
"27.05.2008","Tue","4.06125","4.22688","4.37313","4.67750","4.85750","4.92438","5.04688"
"26.05.2008","Mon","4.04500","4.22063","4.37375","4.67750","4.85500","4.92313","5.03938"
"23.05.2008","Fri","4.00875","4.21813","4.37438","4.67938","4.85563","4.91688","5.02438"
"22.05.2008","Thu","4.01000","4.21500","4.37438","4.67875","4.85500","4.90875","4.99688"
"21.05.2008","Wed","3.99000","4.18438","4.37313","4.67750","4.85375","4.90375","4.99750"
"20.05.2008","Tue","3.99875","4.19125","4.37563","4.67813","4.85375","4.89688","4.98563"
"19.05.2008","Mon","4.00625","4.18813","4.37188","4.67750","4.85750","4.89750","4.98250"
"16.05.2008","Fri","4.00625","4.19000","4.37063","4.67500","4.85500","4.89625","4.98250"
"15.05.2008","Thu","4.01375","4.19813","4.37688","4.67813","4.85750","4.89813","4.98500"
"14.05.2008","Wed","4.02625","4.21375","4.38313","4.67688","4.85625","4.88813","4.97000"
"13.05.2008","Tue","4.02125","4.22625","4.38313","4.67500","4.85188","4.87750","4.95063"
"12.05.2008","Mon","3.72750","4.20063","4.38125","4.67438","4.85250","4.87688","4.94938"
"09.05.2008","Fri","3.84000","4.21375","4.38313","4.67625","4.85375","4.87313","4.94500"
"08.05.2008","Thu","4.03125","4.23375","4.38438","4.67813","4.85313","4.87750","4.95625"
"07.05.2008","Wed","4.06125","4.25188","4.38313","4.67875","4.85375","4.87813","4.95688"
"06.05.2008","Tue","4.07750","4.26250","4.38625","4.68000","4.85563","4.88188","4.95750"
"05.05.2008","Mon","4.08000","4.27000","4.38563","4.68000","4.85750","4.88000","4.95688"
"02.05.2008","Fri","4.08250","4.26563","4.38625","4.68438","4.85625","4.88313","4.95250"
"01.05.2008","Thu","4.23750","4.26625","4.38813","4.68375","4.85375","4.88500","4.95875"
